input,result,technique,build_s,formula,dag,temporals,tree,sharing,md5,validation,check_s,source
3state1ap0acc_006308.hoa,LTL,sos2ltl.dg,0.118,<unflattened DAG: 38808530908850100 tree nodes>,901,85,38808530908850100,43072731308379.7,7c2575c1d9b0,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_006308.hoa
3state1ap0acc_006308_c.hoa,LTL,sos2ltl.dg,0.155,<unflattened DAG: 91982402091073626830 tree nodes>,2070,127,91982402091073626830,44435943039166000.0,6606b2dabe9f,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_006308_c.hoa
3state1ap0acc_006310.hoa,LTL,sos2ltl.dg,0.098,<unflattened DAG: 340909 tree nodes>,296,29,340909,1151.7,5ff4029c14fb,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_006310.hoa
3state1ap0acc_006310_c.hoa,LTL,sos2ltl.dg,0.095,<unflattened DAG: 2357292 tree nodes>,409,34,2357292,5763.6,e5c04af68707,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_006310_c.hoa
3state1ap0acc_006324.hoa,DECLINED,,0.094,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006324.hoa
3state1ap0acc_006324_c.hoa,DECLINED,,0.088,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006324_c.hoa
3state1ap0acc_006328.hoa,DECLINED,,0.094,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006328.hoa
3state1ap0acc_006328_c.hoa,DECLINED,,0.093,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006328_c.hoa
3state1ap0acc_006406.hoa,DECLINED,,0.095,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006406.hoa
3state1ap0acc_006406_c.hoa,DECLINED,,0.092,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006406_c.hoa
3state1ap0acc_006408.hoa,DECLINED,,0.091,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006408.hoa
3state1ap0acc_006408_c.hoa,DECLINED,,0.090,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006408_c.hoa
3state1ap0acc_006409.hoa,DECLINED,,0.089,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006409.hoa
3state1ap0acc_006409_c.hoa,DECLINED,,0.091,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006409_c.hoa
3state1ap0acc_006410.hoa,DECLINED,,0.090,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006410.hoa
3state1ap0acc_006410_c.hoa,DECLINED,,0.089,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006410_c.hoa
3state1ap0acc_006412.hoa,DECLINED,,0.089,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006412.hoa
3state1ap0acc_006412_c.hoa,DECLINED,,0.090,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006412_c.hoa
3state1ap0acc_006413.hoa,DECLINED,,0.092,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006413.hoa
3state1ap0acc_006413_c.hoa,DECLINED,,0.092,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006413_c.hoa
3state1ap0acc_006414.hoa,DECLINED,,0.089,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006414.hoa
3state1ap0acc_006414_c.hoa,DECLINED,,0.090,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006414_c.hoa
3state1ap0acc_006422.hoa,DECLINED,,0.094,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006422.hoa
3state1ap0acc_006422_c.hoa,DECLINED,,0.094,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006422_c.hoa
3state1ap0acc_006424.hoa,DECLINED,,0.088,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006424.hoa
3state1ap0acc_006424_c.hoa,DECLINED,,0.090,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006424_c.hoa
3state1ap0acc_006426.hoa,DECLINED,,0.091,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006426.hoa
3state1ap0acc_006426_c.hoa,DECLINED,,0.090,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006426_c.hoa
3state1ap0acc_006428.hoa,DECLINED,,0.093,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006428.hoa
3state1ap0acc_006428_c.hoa,DECLINED,,0.091,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006428_c.hoa
3state1ap0acc_006430.hoa,DECLINED,,0.093,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006430.hoa
3state1ap0acc_006430_c.hoa,DECLINED,,0.095,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006430_c.hoa
3state1ap0acc_006438.hoa,LTL,sos2ltl.dg,0.105,<unflattened DAG: 59276929 tree nodes>,482,43,59276929,122981.2,db45f0d7ecc9,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_006438.hoa
3state1ap0acc_006438_c.hoa,LTL,sos2ltl.dg,0.119,<unflattened DAG: 2252771834 tree nodes>,703,52,2252771834,3204511.9,09cfed6d7570,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_006438_c.hoa
3state1ap0acc_006440.hoa,LTL,sos2ltl.dg,0.124,<unflattened DAG: 77784794466 tree nodes>,678,63,77784794466,114726835.5,d84f22c3f416,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_006440.hoa
3state1ap0acc_006440_c.hoa,LTL,sos2ltl.dg,0.148,<unflattened DAG: 199930713874517480 tree nodes>,1910,115,199930713874517480,104675766426448.9,3b75b9e26cf6,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_006440_c.hoa
3state1ap0acc_006442.hoa,LTL,sos2ltl.dg,0.115,<unflattened DAG: 21889814717 tree nodes>,783,62,21889814717,27956340.6,9138b9d698f5,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_006442.hoa
3state1ap0acc_006442_c.hoa,LTL,sos2ltl.dg,0.127,<unflattened DAG: 11873447041165 tree nodes>,1166,79,11873447041165,10183059212.0,720f554d29ba,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_006442_c.hoa
3state1ap0acc_006444.hoa,LTL,sos2ltl.dg,0.107,<unflattened DAG: 102711581 tree nodes>,596,48,102711581,172334.9,8f3f58991c9a,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_006444.hoa
3state1ap0acc_006444_c.hoa,LTL,sos2ltl.dg,0.122,<unflattened DAG: 19917276916 tree nodes>,827,61,19917276916,24083768.9,f4baf57b5a04,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_006444_c.hoa
3state1ap0acc_006456.hoa,DECLINED,,0.090,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006456.hoa
3state1ap0acc_006456_c.hoa,DECLINED,,0.089,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006456_c.hoa
3state1ap0acc_006470.hoa,DECLINED,,0.093,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006470.hoa
3state1ap0acc_006470_c.hoa,DECLINED,,0.089,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006470_c.hoa
3state1ap0acc_006472.hoa,LTL,sos2ltl.dg,0.101,<unflattened DAG: 61217682 tree nodes>,510,45,61217682,120034.7,60ba79861e1d,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_006472.hoa
3state1ap0acc_006472_c.hoa,LTL,sos2ltl.dg,0.115,<unflattened DAG: 30474437759 tree nodes>,853,62,30474437759,35726187.3,d5300a8f3b45,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_006472_c.hoa
3state1ap0acc_006476.hoa,LTL,sos2ltl.dg,0.229,<unflattened DAG: 161910869114561509161634524781879833 tree nodes>,3162,205,161910869114561509161634524781879833,51205208448627929945168249094144.0,f8286ad7dca3,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_006476.hoa
3state1ap0acc_006476_c.hoa,LTL,sos2ltl.dg,0.334,<unflattened DAG: 41772126778640118711795170230297778954 tree nodes>,6380,283,41772126778640118711795170230297778954,6547355294457698451759434070753280.0,03bd4cabe14a,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_006476_c.hoa
3state1ap0acc_006478.hoa,LTL,sos2ltl.dg,0.122,<unflattened DAG: 168435700320817 tree nodes>,1348,92,168435700320817,124952299941.3,101b429abec9,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_006478.hoa
3state1ap0acc_006478_c.hoa,LTL,sos2ltl.dg,0.124,<unflattened DAG: 392918126951857 tree nodes>,1431,92,392918126951857,274575909819.6,f8fecfac999e,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_006478_c.hoa
3state1ap0acc_006488.hoa,DECLINED,,0.089,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006488.hoa
3state1ap0acc_006488_c.hoa,DECLINED,,0.090,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006488_c.hoa
3state1ap0acc_006536.hoa,DECLINED,,0.090,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006536.hoa
3state1ap0acc_006536_c.hoa,DECLINED,,0.089,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006536_c.hoa
3state1ap0acc_006538.hoa,DECLINED,,0.090,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006538.hoa
3state1ap0acc_006538_c.hoa,DECLINED,,0.093,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006538_c.hoa
3state1ap0acc_006568.hoa,DECLINED,,0.091,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006568.hoa
3state1ap0acc_006568_c.hoa,DECLINED,,0.090,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006568_c.hoa
3state1ap0acc_006570.hoa,LTL,sos2ltl.dg,0.108,<unflattened DAG: 9126371825 tree nodes>,779,62,9126371825,11715496.6,c5fb3c2bc2a9,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_006570.hoa
3state1ap0acc_006570_c.hoa,LTL,sos2ltl.dg,0.112,<unflattened DAG: 39499648664 tree nodes>,956,67,39499648664,41317624.1,513dfeb8d32d,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_006570_c.hoa
3state1ap0acc_006600.hoa,DECLINED,,0.086,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006600.hoa
3state1ap0acc_006600_c.hoa,DECLINED,,0.089,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006600_c.hoa
3state1ap0acc_006660.hoa,LTL,sos2ltl.dg,0.102,<unflattened DAG: 2538704 tree nodes>,291,34,2538704,8724.1,9126f6bbf588,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_006660.hoa
3state1ap0acc_006660_c.hoa,LTL,sos2ltl.dg,0.112,<unflattened DAG: 2653741160 tree nodes>,680,53,2653741160,3902560.5,8e7b8703c3c7,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_006660_c.hoa
3state1ap0acc_006662.hoa,DECLINED,,0.092,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006662.hoa
3state1ap0acc_006662_c.hoa,DECLINED,,0.095,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006662_c.hoa
3state1ap0acc_006668.hoa,LTL,sos2ltl.dg,0.105,<unflattened DAG: 36993070272 tree nodes>,590,60,36993070272,62700119.1,6f78420780c7,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_006668.hoa
3state1ap0acc_006668_c.hoa,LTL,sos2ltl.dg,0.118,<unflattened DAG: 28941864098897 tree nodes>,1200,81,28941864098897,24118220082.4,269a9a22e044,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_006668_c.hoa
3state1ap0acc_006669.hoa,LTL,sos2ltl.dg,0.105,<unflattened DAG: 53225608936 tree nodes>,661,55,53225608936,80522857.7,867e3d354172,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_006669.hoa
3state1ap0acc_006669_c.hoa,LTL,sos2ltl.dg,0.113,<unflattened DAG: 1961714176040 tree nodes>,1026,70,1961714176040,1912002120.9,f018bcb098b3,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_006669_c.hoa
3state1ap0acc_006670.hoa,DECLINED,,0.091,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006670.hoa
3state1ap0acc_006670_c.hoa,DECLINED,,0.093,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006670_c.hoa
3state1ap0acc_006680.hoa,DECLINED,,0.089,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006680.hoa
3state1ap0acc_006680_c.hoa,DECLINED,,0.097,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006680_c.hoa
3state1ap0acc_006684.hoa,DECLINED,,0.095,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006684.hoa
3state1ap0acc_006684_c.hoa,DECLINED,,0.091,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_006684_c.hoa
